Class,Number of Occurrence,Number of Refactorings,Refactoring ID,Refactoring Type,Commit
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2565,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3504,Rename Parameter,d8b8a0d733be4c64e3afa73c17ee05d1ccb7dd42
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2548,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3933,Change Parameter Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2555,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2554,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_4372,Rename Variable,7ee6759aa0178fe26e9131e966209b76e5be150a
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2560,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3938,Rename Parameter,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2557,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_4370,Change Variable Type,7ee6759aa0178fe26e9131e966209b76e5be150a
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_4369,Change Variable Type,7ee6759aa0178fe26e9131e966209b76e5be150a
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3946,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2566,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3937,Rename Method,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3941,Rename Variable,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3944,Rename Variable,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3942,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_4368,Change Parameter Type,7ee6759aa0178fe26e9131e966209b76e5be150a
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3934,Change Return Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2550,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2563,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2552,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3936,Change Return Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3947,Rename Variable,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2562,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3939,Change Parameter Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2556,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3505,Change Parameter Type,d8b8a0d733be4c64e3afa73c17ee05d1ccb7dd42
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3502,Rename Parameter,d8b8a0d733be4c64e3afa73c17ee05d1ccb7dd42
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3943,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_6116,Rename Variable,093794c8df7c57ede7b40b007264035337e12a48
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2551,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2549,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2558,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3932,Rename Parameter,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2547,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3503,Change Parameter Type,d8b8a0d733be4c64e3afa73c17ee05d1ccb7dd42
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_6115,Change Variable Type,093794c8df7c57ede7b40b007264035337e12a48
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3940,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2546,Change Parameter Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2559,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2564,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.execution.scheduler.FixedSourcePartitionedScheduler.AsGroupedSourceScheduler,6,3,presto_6817,Rename Method,a56100fd7b18b84ce31d86925302f34f49ae4e52
com.facebook.presto.execution.scheduler.FixedSourcePartitionedScheduler.AsGroupedSourceScheduler,6,3,presto_6815,Rename Method,054c7d2884531e119c5251478055f45158cfe622
com.facebook.presto.execution.scheduler.FixedSourcePartitionedScheduler.AsGroupedSourceScheduler,6,3,presto_6818,Rename Attribute,a56100fd7b18b84ce31d86925302f34f49ae4e52
com.facebook.presto.raptor.metadata.ShardIterator,4,2,presto_8652,Change Attribute Type,0195ffd4368b1595952d21477cf83df695719255
com.facebook.presto.raptor.metadata.ShardIterator,4,2,presto_8653,Change Parameter Type,0195ffd4368b1595952d21477cf83df695719255
com.facebook.presto.spi.plan.SetOperationNode,14,8,presto_524,Rename Variable,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.spi.plan.SetOperationNode,14,8,presto_526,Change Variable Type,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.spi.plan.SetOperationNode,14,8,presto_507,Move Class,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.spi.plan.SetOperationNode,14,8,presto_522,Change Return Type,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.spi.plan.SetOperationNode,14,8,presto_520,Change Attribute Type,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.spi.plan.SetOperationNode,14,8,presto_521,Change Parameter Type,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.spi.plan.SetOperationNode,14,8,presto_525,Change Variable Type,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.spi.plan.SetOperationNode,14,8,presto_523,Change Variable Type,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.sql.planner.iterative.IterativeOptimizer.Context,8,4,presto_1789,Change Parameter Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.iterative.IterativeOptimizer.Context,8,4,presto_1790,Rename Attribute,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.iterative.IterativeOptimizer.Context,8,4,presto_1791,Change Attribute Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.iterative.IterativeOptimizer.Context,8,4,presto_1788,Rename Parameter,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.tpch.TpchMetadata,6,3,presto_1589,Change Parameter Type,17d6c3251aa33cb7fd502eb5a949465132f8a6a2
com.facebook.presto.tpch.TpchMetadata,6,3,presto_1590,Inline Method,17d6c3251aa33cb7fd502eb5a949465132f8a6a2
com.facebook.presto.tpch.TpchMetadata,6,3,presto_8803,Rename Variable,a77b3ebb34e1097763be2acdc03b0fb63520ba9a
com.facebook.presto.sql.planner.iterative.rule.GatherAndMergeWindows.ManipulateAdjacentWindowsOverProjects,12,6,presto_2568,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.GatherAndMergeWindows.ManipulateAdjacentWindowsOverProjects,12,6,presto_2415,Change Variable Type,122bdb733b02825c387f9b2a842c9d661cc179fd
com.facebook.presto.sql.planner.iterative.rule.GatherAndMergeWindows.ManipulateAdjacentWindowsOverProjects,12,6,presto_2567,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.GatherAndMergeWindows.ManipulateAdjacentWindowsOverProjects,12,6,presto_3949,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.GatherAndMergeWindows.ManipulateAdjacentWindowsOverProjects,12,6,presto_3948,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.GatherAndMergeWindows.ManipulateAdjacentWindowsOverProjects,12,6,presto_3950,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.operator.scalar.MapToMapCast,11,6,presto_8050,Change Parameter Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.MapToMapCast,11,6,presto_8049,Rename Parameter,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.MapToMapCast,11,6,presto_217,Change Return Type,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.operator.scalar.MapToMapCast,11,6,presto_8052,Change Parameter Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.MapToMapCast,11,6,presto_218,Change Variable Type,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.operator.scalar.MapToMapCast,11,6,presto_8051,Rename Parameter,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.sql.TestSqlToRowExpressionTranslator,7,7,presto_6811,Move Method,ca8b177bfad5fda5fd514be0edf76d7972555783
com.facebook.presto.sql.TestSqlToRowExpressionTranslator,7,7,presto_6810,Move Method,ca8b177bfad5fda5fd514be0edf76d7972555783
com.facebook.presto.sql.TestSqlToRowExpressionTranslator,7,7,presto_6814,Move Method,ca8b177bfad5fda5fd514be0edf76d7972555783
com.facebook.presto.sql.TestSqlToRowExpressionTranslator,7,7,presto_6808,Extract Class,ca8b177bfad5fda5fd514be0edf76d7972555783
com.facebook.presto.sql.TestSqlToRowExpressionTranslator,7,7,presto_6809,Move Method,ca8b177bfad5fda5fd514be0edf76d7972555783
com.facebook.presto.sql.TestSqlToRowExpressionTranslator,7,7,presto_6813,Move Attribute,ca8b177bfad5fda5fd514be0edf76d7972555783
com.facebook.presto.sql.TestSqlToRowExpressionTranslator,7,7,presto_6812,Move Attribute,ca8b177bfad5fda5fd514be0edf76d7972555783
com.facebook.presto.raptor.backup.BackupManager,4,2,presto_1368,Change Parameter Type,05fdcf0d63c061a1c09eed58308ecd5c0f51b896
com.facebook.presto.raptor.backup.BackupManager,4,2,presto_1345,Change Attribute Type,19e334a0fd6b9f50b40c367c182c4e4239b4565c
com.facebook.presto.spi.plan.PlanNodeId,1,1,presto_5902,Move Class,0825c330f8f30a921f0b8ecdb0ef09042034efda
com.facebook.presto.raptor.integration.TestRaptorIntegrationSmokeTestBucketed,1,1,presto_6224,Move Class,5b3c7d0cc986894a996d98080f6ccee8ef5eef92
com.facebook.presto.operator.PagesSpatialIndexSupplier,4,3,presto_1339,Change Return Type,5a4c5206384b4fddb3b52ac7eace5e0236d38d90
com.facebook.presto.operator.PagesSpatialIndexSupplier,4,3,presto_1340,Change Attribute Type,5a4c5206384b4fddb3b52ac7eace5e0236d38d90
com.facebook.presto.operator.PagesSpatialIndexSupplier,4,3,presto_1313,Extract Variable,8492bfa98b82ca2cbe0ac668d4ee3d5b6e430f2a
com.facebook.presto.orc.reader.SliceDirectBatchStreamReader,1,1,presto_2254,Rename Class,c4d37b7f8fa7021b05a1f5ea816d6b15523428df
com.facebook.presto.metadata.BuiltInFunctionNamespaceManager.FunctionMap,16,9,presto_607,Change Return Type,9ab762e52c3ff9b46eedc405082737fdc8d5a5b3
com.facebook.presto.metadata.BuiltInFunctionNamespaceManager.FunctionMap,16,9,presto_89,Change Variable Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.metadata.BuiltInFunctionNamespaceManager.FunctionMap,16,9,presto_611,Change Variable Type,9ab762e52c3ff9b46eedc405082737fdc8d5a5b3
com.facebook.presto.metadata.BuiltInFunctionNamespaceManager.FunctionMap,16,9,presto_87,Change Attribute Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.metadata.BuiltInFunctionNamespaceManager.FunctionMap,16,9,presto_88,Change Parameter Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.metadata.BuiltInFunctionNamespaceManager.FunctionMap,16,9,presto_612,Change Variable Type,9ab762e52c3ff9b46eedc405082737fdc8d5a5b3
com.facebook.presto.metadata.BuiltInFunctionNamespaceManager.FunctionMap,16,9,presto_608,Change Return Type,9ab762e52c3ff9b46eedc405082737fdc8d5a5b3
com.facebook.presto.metadata.BuiltInFunctionNamespaceManager.FunctionMap,16,9,presto_610,Change Parameter Type,9ab762e52c3ff9b46eedc405082737fdc8d5a5b3
com.facebook.presto.metadata.BuiltInFunctionNamespaceManager.FunctionMap,16,9,presto_609,Change Attribute Type,9ab762e52c3ff9b46eedc405082737fdc8d5a5b3
com.facebook.presto.type.DateOperators,1,1,presto_8723,Move Method,b845cd66da3eb1fcece50efba83ea12bc40afbaa
com.facebook.presto.operator.MergeOperator.MergeOperatorFactory,8,4,presto_6715,Rename Attribute,a0699c1a50f8fcdfcc8648e8d091880d8450edb5
com.facebook.presto.operator.MergeOperator.MergeOperatorFactory,8,4,presto_6714,Change Parameter Type,a0699c1a50f8fcdfcc8648e8d091880d8450edb5
com.facebook.presto.operator.MergeOperator.MergeOperatorFactory,8,4,presto_6716,Change Attribute Type,a0699c1a50f8fcdfcc8648e8d091880d8450edb5
com.facebook.presto.operator.MergeOperator.MergeOperatorFactory,8,4,presto_6713,Rename Parameter,a0699c1a50f8fcdfcc8648e8d091880d8450edb5
com.facebook.presto.transaction.NoOpTransactionManager,3,2,presto_328,Change Return Type,aa47ca31869fcc7b1480772d5bf0af4e536fe913
com.facebook.presto.transaction.NoOpTransactionManager,3,2,presto_329,Rename Method,aa47ca31869fcc7b1480772d5bf0af4e536fe913
com.facebook.presto.operator.aggregation.TestHyperLogLogUtils,1,1,presto_5946,Rename Class,252011a38a04bdbef70288f0ca313f9a3bef02ff
com.facebook.presto.metadata.FunctionNamespaceManagerFactory,2,2,presto_1229,Rename Class,e4daef33d0d7f3c6c73121df0be2a5c520a38502
com.facebook.presto.metadata.FunctionNamespaceManagerFactory,2,2,presto_1186,Move Class,85d30a6314242e48522a3065416b64d3b8ba99e9
com.facebook.presto.operator.scalar.BenchmarkMapToMapCast.BenchmarkData,4,2,presto_7005,Change Variable Type,c9968cbce4d243b0b90ec924946593ebd1f2261e
com.facebook.presto.operator.scalar.BenchmarkMapToMapCast.BenchmarkData,4,2,presto_7006,Rename Variable,c9968cbce4d243b0b90ec924946593ebd1f2261e
com.facebook.presto.operator.scalar.BuiltInScalarFunctionImplementation,1,1,presto_171,Rename Class,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.metadata.TableLayout,6,3,presto_6079,Split Attribute,2f0bc1451f5a221091d7238f89d1824f10a88f04
com.facebook.presto.metadata.TableLayout,6,3,presto_6077,Change Parameter Type,2f0bc1451f5a221091d7238f89d1824f10a88f04
com.facebook.presto.metadata.TableLayout,6,3,presto_6078,Rename Parameter,2f0bc1451f5a221091d7238f89d1824f10a88f04
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_6014,Change Variable Type,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_6017,Rename Variable,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_2659,Change Parameter Type,ef9e0957b60afd81e55a3bafa6f8a381b0b1c5ac
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_6012,Change Parameter Type,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_2657,Rename Parameter,ef9e0957b60afd81e55a3bafa6f8a381b0b1c5ac
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_2661,Change Parameter Type,ef9e0957b60afd81e55a3bafa6f8a381b0b1c5ac
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_2662,Rename Method,ef9e0957b60afd81e55a3bafa6f8a381b0b1c5ac
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_6010,Change Parameter Type,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_6013,Rename Method,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_2658,Change Parameter Type,ef9e0957b60afd81e55a3bafa6f8a381b0b1c5ac
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_6015,Change Variable Type,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_6016,Change Variable Type,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_6011,Change Return Type,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor,27,14,presto_2660,Rename Parameter,ef9e0957b60afd81e55a3bafa6f8a381b0b1c5ac
te rowExpressionService : RowExpressionService from class com.facebook.presto.hive.HivePlanOptimizerProvider,2,2,presto_2391,Move Attribute,cacdf22a7cd27106c0909f222c737bbced6f7ceb
te rowExpressionService : RowExpressionService from class com.facebook.presto.hive.HivePlanOptimizerProvider,2,2,presto_2393,Move Attribute,cacdf22a7cd27106c0909f222c737bbced6f7ceb
c STATS_START_CHANNEL : int from class com.facebook.presto.operator.TableWriterUtils,1,1,presto_1299,Move Attribute,f0009dca3cee139f995f384fd503d0e6f1d82525
com.facebook.presto.tests.StandaloneQueryRunner,2,1,presto_6483,Change Variable Type,869decbc286070bb308de01b8239851c26113e47
"[com.facebook.presto.sql.planner.iterative.GroupReference, com.facebook.presto.sql.planner.plan.AggregationNode, com.facebook.presto.sql.planner.plan.ApplyNode, com.facebook.presto.sql.planner.plan.AssignUniqueId, com.facebook.presto.sql.planner.plan.DeleteNode, com.facebook.presto.sql.planner.plan.DistinctLimitNode, com.facebook.presto.sql.planner.plan.EnforceSingleRowNode, com.facebook.presto.sql.planner.plan.ExchangeNode, com.facebook.presto.sql.planner.plan.ExplainAnalyzeNode, com.facebook.presto.sql.planner.plan.GroupIdNode, com.facebook.presto.sql.planner.plan.IndexJoinNode, com.facebook.presto.sql.planner.plan.IndexSourceNode, com.facebook.presto.sql.planner.plan.JoinNode, com.facebook.presto.sql.planner.plan.LateralJoinNode, com.facebook.presto.sql.planner.plan.LimitNode, com.facebook.presto.sql.planner.plan.MarkDistinctNode, com.facebook.presto.sql.planner.plan.MetadataDeleteNode, com.facebook.presto.sql.planner.plan.OutputNode, com.facebook.presto.sql.planner.plan.ProjectNode, com.facebook.presto.sql.planner.plan.RemoteSourceNode, com.facebook.presto.sql.planner.plan.RowNumberNode, com.facebook.presto.sql.planner.plan.SampleNode, com.facebook.presto.sql.planner.plan.SemiJoinNode, com.facebook.presto.sql.planner.plan.SetOperationNode, com.facebook.presto.sql.planner.plan.SortNode, com.facebook.presto.sql.planner.plan.SpatialJoinNode, com.facebook.presto.sql.planner.plan.StatisticsWriterNode, com.facebook.presto.sql.planner.plan.TableFinishNode, com.facebook.presto.sql.planner.plan.TableWriterNode, com.facebook.presto.sql.planner.plan.TopNNode, com.facebook.presto.sql.planner.plan.TopNRowNumberNode, com.facebook.presto.sql.planner.plan.UnnestNode, com.facebook.presto.sql.planner.plan.ValuesNode, com.facebook.presto.sql.planner.plan.WindowNode]",1,1,presto_5862,Extract Superclass,7bd6ecac2f513f819c6ff88a3cffd79f2b92470b
